Order_Date,Time,Aging,Customer_Id,Gender,Device_Type,Customer_Login_type,Product_Category,Product,Sales,Quantity,Discount,Profit,Shipping_Cost,Order_Priority,Payment_method
09/01/2018,15:55:37,10,31860,Male,Web,Member,Auto & Accessories,Car Mat,54,4,0.2,13.5,1.4,High,credit_card
26/05/2018,17:57:44,2,48860,Male,Web,Member,Auto & Accessories,Car Seat Covers,114,1,0.3,20.3,2,Critical,credit_card
19/06/2018,11:57:08,8,48385,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231,1,0.3,123.3,12.3,Medium,e_wallet
28/12/2018,19:30:57,7,51466,Female,Web,Member,Auto & Accessories,Car Media Players,140,4,0.2,48.8,4.9,Critical,credit_card
24/08/2018,15:13:02,6,46713,Male,Web,Member,Auto & Accessories,Car Speakers,211,1,0.3,124.7,12.5,High,credit_card
02/11/2018,14:43:34,7,58768,Male,Web,Member,Auto & Accessories,Car Body Covers,117,5,0.3,7.8,0.8,High,credit_card
03/11/2018,13:37:28,10,56554,Male,Web,Member,Auto & Accessories,Car & Bike Care,118,4,0.3,23.8,2.4,High,credit_card
04/01/2018,21:45:01,6,35282,Male,Web,Member,Auto & Accessories,Tyre,250,5,0.2,145,14.5,Medium,credit_card
20/10/2018,22:53:23,3,13511,Male,Web,Member,Auto & Accessories,Bike Tyres,72,1,0.3,36,3.6,High,credit_card
06/06/2018,16:26:49,1,52376,Female,Web,Member,Auto & Accessories,Car Mat,54,4,0.3,13.5,1.4,High,money_order
25/12/2018,00:57:28,1,21490,Male,Web,Member,Auto & Accessories,Car Seat Covers,114,4,0.3,20.3,2,High,credit_card
16/11/2018,16:32:17,8,46438,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231,4,0.3,114,11.4,Critical,credit_card
14/06/2018,22:48:28,4,17834,Male,Web,Member,Auto & Accessories,Car Media Players,140,1,0.3,51.6,5.2,High,credit_card
19/04/2018,13:23:06,4,32937,Male,Web,Member,Auto & Accessories,Car Speakers,211,1,0.1,124.7,12.5,Medium,e_wallet
25/04/2018,00:22:16,7,10772,Male,Web,Member,Auto & Accessories,Car Body Covers,117,4,0.3,23,2.3,Critical,money_order
21/04/2018,15:27:11,7,26606,Male,Web,Member,Auto & Accessories,Car & Bike Care,118,1,0.2,30.9,3.1,Critical,credit_card
26/06/2018,16:15:02,8,47331,Male,Web,Member,Auto & Accessories,Tyre,250,4,0.3,130,13,Critical,money_order
10/10/2018,20:41:15,2,42555,Male,Web,Member,Auto & Accessories,Bike Tyres,72,5,0.3,14.4,1.4,High,credit_card
26/04/2018,21:21:07,2,11790,Male,Web,Member,Auto & Accessories,Car Mat,54,4,0.3,13.5,1.4,High,debit_card
17/10/2018,08:57:25,8,47241,Male,Web,Member,Auto & Accessories,Car Seat Covers,114,1,0.1,30.6,3.1,Critical,money_order
11/10/2018,16:02:43,9,33337,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231,1,0.3,130.2,13,Critical,e_wallet
14/07/2018,11:27:40,3,44827,Female,Web,Member,Auto & Accessories,Car Media Players,140,5,0.2,46,4.6,Medium,credit_card
15/11/2018,22:13:43,3,20485,Female,Web,Member,Auto & Accessories,Car Speakers,211,5,0.1,120.5,12,High,credit_card
25/07/2018,10:10:53,1,38956,Male,Web,Member,Auto & Accessories,Car Body Covers,117,5,0.1,31.2,3.1,High,credit_card
12/10/2018,13:42:31,5,41826,Male,Web,Member,Auto & Accessories,Car & Bike Care,118,1,0.3,20.3,2,Medium,credit_card
27/10/2018,10:44:47,2,20166,Male,Web,Member,Auto & Accessories,Tyre,250,5,0.3,132.5,13.3,Critical,money_order
06/07/2018,20:25:32,3,15317,Male,Web,Member,Auto & Accessories,Bike Tyres,72,1,0.1,24,2.4,Medium,debit_card
15/06/2018,14:12:49,4,33762,Female,Web,Member,Auto & Accessories,Car Mat,54,1,0.2,27,2.7,High,credit_card
02/10/2018,00:36:12,1,44233,Male,Web,Member,Auto & Accessories,Car Seat Covers,114,1,0.2,31.7,3.2,Medium,e_wallet
29/12/2018,13:40:53,1,52674,Male,Web,Guest,Auto & Accessories,Car Pillow & Neck Rest,231,4,0.2,132.5,13.3,High,money_order
13/05/2018,00:03:24,10,29104,Male,Web,Member,Auto & Accessories,Car Media Players,140,1,0.3,51.6,5.2,Medium,credit_card
16/05/2018,12:43:12,7,29285,Female,Web,Member,Auto & Accessories,Car Speakers,211,1,0.3,114.1,11.4,Critical,credit_card
12/10/2018,15:56:30,6,19775,Male,Web,Member,Auto & Accessories,Car Body Covers,117,1,0.3,31.2,3.1,Critical,credit_card
11/05/2018,13:51:46,5,30701,Male,Web,Member,Auto & Accessories,Car & Bike Care,118,1,0.2,33.3,3.3,High,credit_card
17/11/2018,14:10:38,6,31855,Male,Web,Member,Auto & Accessories,Tyre,250,4,0.1,160,16,High,credit_card
24/04/2018,16:40:41,6,31351,Male,Web,Member,Auto & Accessories,Bike Tyres,72,1,0.2,72,7.2,Medium,credit_card
25/02/2018,18:54:30,3,55053,Female,Web,Member,Auto & Accessories,Car Mat,54,1,0.2,27,2.7,Critical,credit_card
10/10/2018,19:01:57,6,58573,Male,Web,Member,Auto & Accessories,Car Seat Covers,114,4,0.1,29.4,2.9,High,credit_card
01/02/2018,22:52:49,4,54830,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231,4,0.2,132.5,13.3,High,credit_card
09/10/2018,10:09:57,6,56749,Female,Web,Member,Auto & Accessories,Car Media Players,140,4,0.2,48.8,4.9,High,credit_card
21/12/2018,10:18:04,7,39084,Male,Web,Member,Auto & Accessories,Car Speakers,211,1,0.1,124.7,12.5,High,credit_card
19/07/2018,08:45:23,4,32243,Male,Web,Member,Auto & Accessories,Car Body Covers,117,1,0.1,34.7,3.5,Critical,credit_card
11/11/2018,21:01:02,10,16110,Male,Web,Member,Auto & Accessories,Car & Bike Care,118,1,0.3,27.4,2.7,Medium,credit_card
26/06/2018,11:51:38,10,10736,Male,Web,Member,Auto & Accessories,Tyre,250,1,0.2,160,16,Critical,money_order
10/05/2018,11:15:21,7,59365,Male,Web,Member,Auto & Accessories,Bike Tyres,72,1,0.3,24,2.4,High,money_order
28/10/2018,12:22:47,7,32984,Male,Web,Member,Auto & Accessories,Car Mat,54,4,0.3,13.5,1.4,High,credit_card
03/11/2018,19:03:39,1,50692,Male,Web,Member,Auto & Accessories,Car Seat Covers,114,5,0.3,11.2,1.1,High,credit_card
03/04/2018,10:57:36,4,30386,Male,Web,Guest,Auto & Accessories,Car Pillow & Neck Rest,231,1,0.3,141.8,14.2,High,credit_card
22/01/2018,18:16:11,6,57303,Male,Web,Member,Auto & Accessories,Car Media Players,140,1,0.3,48.8,4.9,High,credit_card
19/07/2018,17:24:35,10,30946,Male,Web,Member,Auto & Accessories,Car Speakers,211,1,0.1,128.9,12.9,Critical,credit_card
30/06/2018,18:29:28,5,24910,Male,Web,Member,Auto & Accessories,Car Body Covers,117,1,0.3,30,3,High,credit_card
12/09/2018,12:37:01,10,25967,Male,Web,Member,Auto & Accessories,Car & Bike Care,118,1,0.2,35.6,3.6,Critical,credit_card
27/07/2018,13:32:22,9,51891,Male,Web,Member,Auto & Accessories,Tyre,250,1,0.3,150,15,Medium,credit_card
03/12/2018,00:14:01,8,45898,Male,Web,Member,Auto & Accessories,Bike Tyres,72,1,0.3,24,2.4,High,credit_card
25/10/2018,17:26:38,10,51026,Female,Web,Member,Auto & Accessories,Car Mat,54,1,0.3,18,1.8,Medium,credit_card
07/05/2018,22:38:02,4,42174,Male,Web,Member,Auto & Accessories,Car Seat Covers,114,1,0.1,31.7,3.2,Critical,credit_card
01/01/2018,22:30:44,7,42270,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231,5,0.1,139.5,13.9,High,money_order
20/05/2018,21:48:53,2,52796,Male,Web,Member,Auto & Accessories,Car Media Players,140,1,0.3,39,3.9,High,credit_card
05/12/2018,08:58:05,8,31754,Male,Web,Member,Auto & Accessories,Car Speakers,211,5,0.1,120.5,12,High,credit_card
13/01/2018,11:59:28,3,15149,Male,Web,Member,Auto & Accessories,Car Body Covers,117,4,0.3,23,2.3,High,credit_card
27/09/2018,01:41:23,5,27616,Female,Web,Member,Auto & Accessories,Car & Bike Care,118,4,0.3,19.1,1.9,Medium,money_order
28/04/2018,14:56:51,4,48765,Female,Web,Member,Auto & Accessories,Tyre,250,5,0.2,145,14.5,High,credit_card
09/01/2018,10:58:34,3,54306,Male,Web,Member,Auto & Accessories,Bike Tyres,72,1,0.3,72,7.2,High,credit_card
19/06/2018,22:41:52,9,27755,Male,Web,Member,Auto & Accessories,Car Mat,54,1,0.3,18,1.8,Medium,e_wallet
04/11/2018,22:18:12,4,19671,Female,Web,Member,Auto & Accessories,Car Seat Covers,114,1,0.2,31.7,3.2,High,credit_card
27/10/2018,22:14:25,1,30871,Female,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231,1,0.3,139.5,13.9,Critical,e_wallet
12/05/2018,12:33:03,10,35387,Male,Web,Member,Auto & Accessories,Car Media Players,140,4,0.3,32,3.2,High,money_order
02/10/2018,09:23:01,2,33111,Male,Web,Member,Auto & Accessories,Car Speakers,211,5,0.3,88.8,8.9,Critical,money_order
06/06/2018,10:44:15,3,33488,Male,Web,Member,Auto & Accessories,Car Body Covers,117,1,0.3,27.6,2.8,Medium,e_wallet
25/10/2018,12:06:07,8,27117,Male,Web,Member,Auto & Accessories,Car & Bike Care,118,4,0.1,33.3,3.3,Medium,money_order
01/02/2018,15:33:09,3,17579,Male,Web,Member,Auto & Accessories,Tyre,250,1,0.3,140,14,High,credit_card
16/06/2018,17:55:45,1,20928,Male,Web,Member,Auto & Accessories,Bike Tyres,72,1,0.3,36,3.6,Critical,credit_card
19/10/2018,19:32:50,2,44660,Male,Web,Member,Auto & Accessories,Car Mat,54,1,0.3,18,1.8,Medium,money_order
29/05/2018,10:01:22,5,39883,Male,Web,Member,Auto & Accessories,Car Seat Covers,114,1,0.1,31.7,3.2,Medium,credit_card
13/10/2018,19:47:40,1,59703,Female,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231,1,0.1,144.1,14.4,High,credit_card
18/08/2018,21:43:25,7,50240,Male,Web,Member,Auto & Accessories,Car Media Players,140,5,0.2,46,4.6,Medium,money_order
11/06/2018,21:34:06,3,12573,Female,Web,Member,Auto & Accessories,Car Speakers,211,4,0.3,88.8,8.9,High,credit_card
22/11/2018,00:51:48,10,29979,Male,Web,Member,Auto & Accessories,Car Body Covers,117,1,0.3,23,2.3,Critical,credit_card
01/07/2018,20:11:26,10,39083,Male,Web,Member,Auto & Accessories,Car & Bike Care,118,5,0.1,32.1,3.2,Medium,e_wallet
26/07/2018,09:09:01,7,29257,Male,Web,Member,Auto & Accessories,Tyre,250,1,0.3,140,14,High,credit_card
01/05/2018,09:25:32,7,14554,Male,Web,Member,Auto & Accessories,Bike Tyres,72,1,0.3,36,3.6,Critical,credit_card
17/06/2018,16:44:42,7,32152,Male,Web,Member,Auto & Accessories,Car Mat,54,1,0.2,54,5.4,High,credit_card
09/11/2018,18:20:16,1,16282,Male,Web,Member,Auto & Accessories,Car Seat Covers,114,1,0.3,28.3,2.8,Medium,e_wallet
16/06/2018,21:29:47,7,33277,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231,1,0.3,141.8,14.2,High,money_order
14/07/2018,10:38:34,4,34287,Male,Web,Member,Auto & Accessories,Car Media Players,140,1,0.3,46,4.6,Critical,credit_card
21/07/2018,07:31:26,6,25671,Female,Web,Member,Auto & Accessories,Car Speakers,211,4,0.1,122.6,12.3,Medium,credit_card
03/10/2018,18:15:19,2,18393,Male,Web,Member,Auto & Accessories,Car Body Covers,117,4,0.3,23,2.3,Medium,credit_card
04/07/2018,17:15:18,5,11718,Male,Web,Member,Auto & Accessories,Car & Bike Care,118,1,0.3,27.4,2.7,Medium,money_order
29/01/2018,23:11:52,10,16268,Male,Web,Member,Auto & Accessories,Tyre,250,1,0.2,160,16,Critical,credit_card
14/10/2018,19:49:48,9,43426,Female,Web,Member,Auto & Accessories,Bike Tyres,72,1,0.3,36,3.6,Medium,money_order
05/11/2018,07:34:29,6,28631,Female,Web,Member,Auto & Accessories,Car Mat,54,1,0.3,54,5.4,High,credit_card
06/10/2018,15:11:03,8,42105,Male,Web,Guest,Auto & Accessories,Car Seat Covers,114,1,0.3,24.9,2.5,High,credit_card
08/12/2018,12:51:13,10,15814,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231,5,0.2,127.9,12.8,Medium,credit_card
05/05/2018,22:10:14,7,36264,Female,Web,Member,Auto & Accessories,Car Media Players,140,5,0.3,32,3.2,High,credit_card
23/07/2018,14:37:05,8,22200,Male,Web,Member,Auto & Accessories,Car Speakers,211,5,0.3,88.8,8.9,High,credit_card
11/11/2018,16:39:54,2,56677,Male,Web,Member,Auto & Accessories,Car Body Covers,117,1,0.3,25.3,2.5,Medium,credit_card
25/02/2018,16:38:46,2,13894,Male,Web,Member,Auto & Accessories,Car & Bike Care,118,4,0.3,23.8,2.4,Critical,e_wallet
21/08/2018,14:54:42,7,46764,Male,Web,Member,Auto & Accessories,Tyre,250,1,0.3,147.5,14.8,Critical,credit_card
11/12/2018,14:33:24,7,18704,Male,Web,Member,Auto & Accessories,Bike Tyres,72,4,0.2,18,1.8,High,credit_card
07/06/2018,19:59:42,10,18590,Male,Web,Member,Auto & Accessories,Car Mat,54,1,0.3,54,5.4,High,credit_card
17/07/2018,10:34:08,1,33302,Male,Web,Member,Auto & Accessories,Car Seat Covers,114,1,0.1,32.9,3.3,Medium,credit_card
19/06/2018,17:38:35,10,42363,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231,1,0.3,144.1,14.4,High,credit_card
15/12/2018,09:38:31,10,24100,Male,Web,Member,Auto & Accessories,Car Media Players,140,1,0.1,55.8,5.6,High,credit_card
01/05/2018,15:01:03,1,13666,Male,Web,Member,Auto & Accessories,Car Speakers,211,4,0.3,105.7,10.6,High,credit_card
09/08/2018,21:00:12,5,53806,Male,Web,Member,Auto & Accessories,Car Body Covers,117,4,0.3,23,2.3,Medium,credit_card
03/09/2018,09:40:44,7,59518,Male,Web,Member,Auto & Accessories,Car & Bike Care,118,5,0.2,26.2,2.6,Critical,credit_card
22/08/2018,09:09:51,6,39914,Male,Web,Member,Auto & Accessories,Tyre,250,1,0.3,157.5,15.8,High,credit_card
28/12/2018,05:56:01,9,54329,Female,Web,Member,Auto & Accessories,Bike Tyres,72,1,0.3,24,2.4,Medium,credit_card
06/03/2018,23:15:45,2,46649,Male,Web,Member,Auto & Accessories,Car Mat,54,4,0.2,13.5,1.4,Critical,money_order
20/07/2018,21:19:31,2,50678,Male,Web,Member,Auto & Accessories,Car Seat Covers,114,1,0.3,24.9,2.5,High,credit_card
09/12/2018,19:41:23,7,34144,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231,4,0.3,123.3,12.3,Critical,credit_card
28/04/2018,00:06:53,10,34789,Male,Web,Member,Auto & Accessories,Car Media Players,140,5,0.3,39,3.9,High,credit_card
12/12/2018,10:05:10,6,12284,Male,Web,Member,Auto & Accessories,Car Speakers,211,5,0.1,120.5,12,High,credit_card
23/08/2018,14:09:39,3,39366,Male,Web,Member,Auto & Accessories,Car Body Covers,117,4,0.3,18.3,1.8,Critical,credit_card
20/08/2018,18:03:43,3,44140,Male,Web,Member,Auto & Accessories,Car & Bike Care,118,1,0.1,34.5,3.4,High,credit_card
24/10/2018,19:03:34,1,53065,Male,Web,Member,Auto & Accessories,Tyre,250,1,0.3,162.5,16.3,Critical,credit_card
25/09/2018,16:06:04,5,51513,Male,Web,Member,Auto & Accessories,Bike Tyres,72,1,0.3,36,3.6,Medium,credit_card
28/09/2018,14:20:07,4,28520,Male,Web,Member,Auto & Accessories,Car Mat,54,1,0.3,54,5.4,High,credit_card
05/05/2018,09:42:51,8,14692,Male,Web,Member,Auto & Accessories,Car Seat Covers,114,1,0.2,27.2,2.7,Critical,e_wallet
28/07/2018,09:35:08,5,24498,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231,5,0.1,139.5,13.9,High,credit_card
24/05/2018,13:48:28,5,28005,Male,Web,Member,Auto & Accessories,Car Media Players,140,1,0.2,54.4,5.4,High,credit_card
18/08/2018,16:22:23,8,21205,Male,Web,Member,Auto & Accessories,Car Speakers,211,1,0.1,126.8,12.7,High,credit_card
06/10/2018,13:51:26,3,24142,Male,Web,Member,Auto & Accessories,Car Body Covers,117,1,0.3,19.5,1.9,High,credit_card
22/02/2018,19:17:04,1,44678,Male,Web,Member,Auto & Accessories,Car & Bike Care,118,1,0.2,30.9,3.1,High,credit_card
27/12/2018,14:58:31,3,17176,Male,Web,Member,Auto & Accessories,Tyre,250,1,0.2,155,15.5,High,credit_card
26/05/2018,21:46:48,3,16389,Male,Web,Member,Auto & Accessories,Bike Tyres,72,1,0.3,72,7.2,High,credit_card
13/05/2018,17:42:39,5,37184,Male,Web,Member,Auto & Accessories,Car Mat,54,1,0.1,54,5.4,Medium,credit_card
14/11/2018,10:00:44,10,46663,Male,Web,Member,Auto & Accessories,Car Seat Covers,114,1,0.1,30.6,3.1,High,credit_card
17/09/2018,21:01:58,8,42205,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231,1,0.3,141.8,14.2,High,money_order
21/04/2018,18:37:11,8,16142,Male,Web,Member,Auto & Accessories,Car Media Players,140,1,0.1,58.6,5.9,High,credit_card
17/08/2018,18:53:56,9,42288,Male,Web,Member,Auto & Accessories,Car Speakers,211,1,0.3,109.9,11,High,credit_card
29/09/2018,22:10:21,3,12635,Male,Web,Member,Auto & Accessories,Car Body Covers,117,1,0.2,30,3,Critical,credit_card
20/01/2018,09:51:39,6,30612,Male,Web,Member,Auto & Accessories,Car & Bike Care,118,1,0.2,30.9,3.1,Medium,credit_card
02/05/2018,21:03:22,10,40816,Female,Web,Member,Auto & Accessories,Tyre,250,4,0.3,130,13,Critical,credit_card
05/12/2018,11:09:55,1,41560,Female,Web,Member,Auto & Accessories,Bike Tyres,72,1,0.3,24,2.4,High,money_order
19/12/2018,19:35:39,5,42494,Male,Web,Member,Auto & Accessories,Car Mat,54,4,0.3,13.5,1.4,High,credit_card
11/10/2018,14:59:24,2,43177,Male,Web,Member,Auto & Accessories,Car Seat Covers,114,5,0.3,5.5,0.6,Medium,credit_card
28/12/2018,22:51:34,5,47523,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231,5,0.2,127.9,12.8,Medium,credit_card
09/09/2018,17:54:27,7,39524,Female,Web,Member,Auto & Accessories,Car Media Players,140,1,0.1,58.6,5.9,Medium,credit_card
30/10/2018,12:53:33,9,12751,Male,Web,Member,Auto & Accessories,Car Speakers,211,1,0.1,126.8,12.7,Critical,credit_card
20/07/2018,09:42:40,3,55520,Male,Web,Member,Auto & Accessories,Car Body Covers,117,1,0.3,23,2.3,High,credit_card
04/11/2018,13:42:44,5,40159,Male,Web,Member,Auto & Accessories,Car & Bike Care,118,1,0.3,34.5,3.4,Critical,credit_card
26/07/2018,13:59:29,7,17691,Male,Web,Member,Auto & Accessories,Tyre,250,1,0.3,155,15.5,Critical,credit_card
06/02/2018,20:56:29,5,40458,Male,Web,Member,Auto & Accessories,Bike Tyres,72,1,0.2,24,2.4,High,debit_card
17/05/2018,07:39:35,10,34471,Male,Web,Member,Auto & Accessories,Car Mat,54,1,0.3,18,1.8,High,credit_card
05/01/2018,03:54:42,3,55726,Female,Web,Member,Auto & Accessories,Car Seat Covers,114,1,0.2,31.7,3.2,High,credit_card
16/05/2018,14:15:12,2,53176,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231,1,0.1,146.4,14.6,Critical,money_order
13/11/2018,14:34:31,8,28180,Male,Web,Member,Auto & Accessories,Car Media Players,140,5,0.3,39,3.9,Critical,credit_card
09/12/2018,16:41:08,3,34257,Male,Web,Member,Auto & Accessories,Car Speakers,211,1,0.3,120.5,12,High,credit_card
20/06/2018,12:31:43,8,17576,Male,Web,Member,Auto & Accessories,Car Body Covers,117,4,0.3,23,2.3,Medium,credit_card
16/09/2018,20:46:53,5,29396,Female,Web,Member,Auto & Accessories,Car & Bike Care,118,1,0.2,30.9,3.1,High,credit_card
14/07/2018,16:32:00,2,20270,Male,Web,Member,Auto & Accessories,Tyre,250,1,0.1,165,16.5,High,credit_card
29/10/2018,18:39:21,5,26875,Male,Web,Member,Auto & Accessories,Bike Tyres,72,5,0.3,14.4,1.4,High,credit_card
24/07/2018,15:43:53,4,38584,Male,Web,Member,Auto & Accessories,Car Mat,54,5,0.2,10.8,1.1,High,debit_card
01/08/2018,10:02:13,5,16539,Male,Web,Member,Auto & Accessories,Car Seat Covers,114,4,0.3,11.2,1.1,High,credit_card
19/07/2018,13:37:59,7,15422,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231,1,0.3,141.8,14.2,High,e_wallet
18/12/2018,22:01:30,5,11277,Male,Web,Member,Auto & Accessories,Car Media Players,140,1,0.3,48.8,4.9,High,credit_card
01/01/2018,21:55:31,10,14563,Male,Web,Member,Auto & Accessories,Car Speakers,211,5,0.1,120.5,12,High,credit_card
12/10/2018,12:21:41,10,23575,Male,Web,Member,Auto & Accessories,Car Body Covers,117,5,0.3,7.8,0.8,High,money_order
20/09/2018,13:07:56,9,25046,Male,Web,Member,Auto & Accessories,Car & Bike Care,118,1,0.3,23.8,2.4,Critical,credit_card
25/07/2018,10:16:15,10,27406,Male,Web,Member,Auto & Accessories,Tyre,250,1,0.3,147.5,14.8,High,credit_card
05/07/2018,21:14:49,7,14617,Male,Web,Member,Auto & Accessories,Bike Tyres,72,1,0.1,36,3.6,Medium,credit_card
01/07/2018,18:07:57,10,38186,Male,Web,Member,Auto & Accessories,Car Mat,54,4,0.3,13.5,1.4,High,credit_card
15/02/2018,12:57:46,5,41770,Male,Web,Member,Auto & Accessories,Car Seat Covers,114,1,0.1,32.9,3.3,High,e_wallet
07/04/2018,02:55:51,7,28059,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231,1,0.3,139.5,13.9,Critical,credit_card
29/07/2018,02:05:15,6,29379,Male,Web,Member,Auto & Accessories,Car Media Players,140,1,0.3,43.2,4.3,Medium,credit_card
02/11/2018,18:09:34,2,52041,Male,Web,Guest,Auto & Accessories,Car Speakers,211,1,0.2,126.8,12.7,Medium,credit_card
07/10/2018,21:13:15,2,41529,Male,Web,Member,Auto & Accessories,Car Body Covers,117,4,0.3,13.6,1.4,High,credit_card
15/01/2018,17:27:14,7,25448,Male,Web,Member,Auto & Accessories,Car & Bike Care,118,4,0.3,14.4,1.4,Critical,money_order
06/05/2018,11:40:23,1,17375,Male,Web,Member,Auto & Accessories,Tyre,250,5,0.3,120,12,High,credit_card
16/08/2018,20:28:41,6,52320,Male,Web,Member,Auto & Accessories,Bike Tyres,72,4,0.3,18,1.8,High,credit_card
11/11/2018,18:52:46,6,51181,Male,Web,Guest,Auto & Accessories,Car Mat,54,1,0.1,27,2.7,Medium,credit_card
24/07/2018,19:22:18,9,23485,Male,Web,Member,Auto & Accessories,Car Seat Covers,114,1,0.1,30.6,3.1,High,credit_card
03/09/2018,00:05:04,6,22260,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231,1,0.1,144.1,14.4,Critical,credit_card
30/11/2018,10:45:07,5,52958,Male,Web,Member,Auto & Accessories,Car Media Players,140,1,0.3,39,3.9,Critical,credit_card
22/03/2018,22:02:12,9,18480,Female,Web,Member,Auto & Accessories,Car Speakers,211,1,0.2,126.8,12.7,Medium,credit_card
08/11/2018,10:46:08,6,48095,Male,Web,Member,Auto & Accessories,Car Body Covers,117,4,0.1,32.3,3.2,High,credit_card
07/06/2018,22:52:49,5,46908,Male,Web,Member,Auto & Accessories,Car & Bike Care,118,1,0.3,34.5,3.4,High,credit_card
07/08/2018,21:32:58,3,37307,Male,Web,Member,Auto & Accessories,Tyre,250,1,0.2,160,16,Critical,credit_card
13/08/2018,13:00:36,4,11130,Male,Web,Member,Auto & Accessories,Bike Tyres,72,1,0.3,36,3.6,Medium,credit_card
11/02/2018,17:58:12,5,27555,Male,Web,Member,Auto & Accessories,Car Mat,54,5,0.3,10.8,1.1,Critical,money_order
16/03/2018,00:46:18,7,42387,Male,Web,Member,Auto & Accessories,Car Seat Covers,114,1,0.3,24.9,2.5,Medium,credit_card
21/06/2018,08:10:23,9,16997,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231,5,0.3,116.4,11.6,High,money_order
30/07/2018,11:28:37,4,11927,Male,Web,Member,Auto & Accessories,Car Media Players,140,5,0.3,32,3.2,High,credit_card
20/05/2018,14:52:56,2,31461,Male,Web,Member,Auto & Accessories,Car Speakers,211,1,0.1,128.9,12.9,High,credit_card
04/12/2018,11:13:39,4,42803,Female,Web,Member,Auto & Accessories,Car Body Covers,117,5,0.3,13.6,1.4,Medium,credit_card
30/01/2018,19:03:45,3,23253,Male,Web,Member,Auto & Accessories,Car & Bike Care,118,4,0.1,33.3,3.3,Medium,credit_card
03/11/2018,00:00:21,7,25107,Female,Web,Member,Auto & Accessories,Tyre,250,1,0.3,155,15.5,Critical,credit_card
13/09/2018,20:08:10,10,12764,Male,Web,Member,Auto & Accessories,Bike Tyres,72,1,0.3,24,2.4,Medium,credit_card
21/06/2018,21:07:51,8,54414,Male,Web,Member,Auto & Accessories,Car Mat,54,1,0.3,18,1.8,Critical,money_order
16/05/2018,23:08:51,4,47551,Female,Web,Guest,Auto & Accessories,Car Seat Covers,114,1,0.2,27.2,2.7,High,credit_card
13/11/2018,20:31:03,6,10436,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231,5,0.2,127.9,12.8,Critical,credit_card
02/05/2018,10:48:44,10,32161,Male,Web,Member,Auto & Accessories,Car Media Players,140,1,0.3,43.2,4.3,Critical,credit_card
06/01/2018,08:32:49,8,36250,Male,Web,Member,Auto & Accessories,Car Speakers,211,1,0.1,124.7,12.5,Critical,money_order
03/05/2018,15:12:22,8,42599,Female,Web,Member,Auto & Accessories,Car Body Covers,117,4,0.3,23,2.3,High,credit_card
24/08/2018,17:02:37,6,14232,Male,Web,Member,Auto & Accessories,Car & Bike Care,118,1,0.3,27.4,2.7,High,credit_card
16/10/2018,15:16:41,6,15024,Male,Web,Member,Auto & Accessories,Tyre,250,1,0.3,157.5,15.8,High,money_order
03/03/2018,17:04:39,8,55575,Male,Web,Member,Auto & Accessories,Bike Tyres,72,1,0.3,36,3.6,Critical,credit_card
11/07/2018,00:13:33,7,45476,Male,Web,Member,Auto & Accessories,Car Mat,54,1,0.3,27,2.7,Critical,money_order
20/11/2018,14:51:52,4,38319,Male,Web,Member,Auto & Accessories,Car Seat Covers,114,1,0.3,27.2,2.7,Critical,credit_card
13/07/2018,22:22:57,2,14214,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231,1,0.2,146.4,14.6,Critical,credit_card
28/10/2018,00:27:12,10,46781,Male,Web,Member,Auto & Accessories,Car Media Players,140,1,0.2,51.6,5.2,High,credit_card
29/07/2018,15:36:28,9,54383,Male,Web,Member,Auto & Accessories,Car Speakers,211,1,0.2,126.8,12.7,High,credit_card
02/12/2018,19:33:49,5,43135,Male,Web,Member,Auto & Accessories,Car Body Covers,117,5,0.2,25.3,2.5,Critical,credit_card
12/05/2018,13:38:34,3,15476,Male,Web,Guest,Auto & Accessories,Car & Bike Care,118,1,0.3,30.9,3.1,Critical,credit_card
30/04/2018,08:13:06,2,38399,Male,Web,Member,Auto & Accessories,Tyre,250,1,0.1,165,16.5,High,credit_card
06/10/2018,18:10:19,3,20912,Male,Web,Member,Auto & Accessories,Bike Tyres,72,1,0.3,36,3.6,Critical,credit_card
